codprov;des_prov;wregion;des_wregion;etotalmuj;etotalhom;publicid;totalq;totremun;fonreser;wgruenc;des_wgruenc
1;AZUAY;1;REGION SIERRA;28;451;3714;9449;1928216;118785;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;9;223;4149;33394;2646584;147789;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;6;326;1215;14393;2470479;138697;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;26;545;2224;67613;5929934;332892;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;10;338;3206;6955;3356218;191196;2;SERVICIOS
10;IMBABURA;1;REGION SIERRA;3;25;0;0;172744;7988;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;51;1276;31523;27647;11647300;682288;2;SERVICIOS
6;CHIMBORAZO;1;REGION SIERRA;34;528;2591;46637;4634751;295910;2;SERVICIOS
11;LOJA;1;REGION SIERRA;24;533;129;98489;4046719;242067;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;101;1654;23477;410022;11213438;606859;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;32;100;377;98000;1642743;88924;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;68;2348;0;273100;33882271;1944346;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;61;849;1692;15861;8254021;531228;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;16;480;1507;321892;6260485;378769;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;42;810;4524;51755;6841435;351252;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;183;1835;19322;352509;21599690;1268773;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;175;3209;54003;642279;40690683;2449072;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;0;4;0;38;42973;1748;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;154;635;35928;13783;5085703;219101;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;281;646;4898;18610;7121480;285295;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;155;163;137;0;2370458;125971;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;4;9;0;17752;159517;6342;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;1;0;0;0;102995;4402;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;5;17;514;8532;337416;397;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;12;10;0;1652;65087;4281;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;16;273;0;263724;5535020;309051;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;58;28;0;0;603773;36681;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;116;56;0;0;1404453;50024;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;294;168;1411;55877;3240903;191532;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;498;157;8259;10182;4684467;111854;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;24;39;146;0;494228;28496;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;9;2;0;8400;118411;6639;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;4;2;638;2856;73735;2716;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;0;3;0;3347;53395;3238;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;4;3;0;0;50594;2883;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;7;10;0;52868;472848;13090;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;9;14;20562;47120;972651;19422;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;11;20;0;0;2053680;75305;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;27;16;0;13336;396613;16457;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;3;5;365;0;115849;6488;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;4;3;371;4810;99798;4082;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;1;0;0;0;12345;740;2;SERVICIOS
18;TUNGURAHUA;1;REGION SIERRA;3;6;0;12785;75021;1721;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;9;3;80251;123700;358367;13515;2;SERVICIOS
6;CHIMBORAZO;1;REGION SIERRA;3;21;1652;55823;267600;13247;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;49;37;14984;8000;1247036;52558;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;4;11;0;57495;224629;12602;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;37;21;1297;28248;801454;37702;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;278;264;0;241995;9083809;429618;2;SERVICIOS
21;SUCUMBIOS;3;REGION AMAZONICA;37;36;10460;0;913268;31581;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;47;41;296;0;918250;29042;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;40;24;4000;41440;908652;46079;2;SERVICIOS
13;MANABI;2;REGION COSTA;31;13;1547;29228;369710;20726;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;19;9;0;31085;370410;20321;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;16;3;0;13805;255077;14776;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;0;1;760;0;76981;4000;2;SERVICIOS
13;MANABI;2;REGION COSTA;4;2;2713;0;73679;4283;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;9;0;5600;0;79413;3622;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;0;6;0;6174;95229;4847;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;1;3;291;4704;110322;6518;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;1;2;0;9314;58637;2319;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;2;4;0;7749;47834;2087;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;5;1;499;0;88178;4963;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;55;25;23567;127995;882493;51167;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;22;29;280;22628;1098788;59216;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;83;41;2867;155454;2111877;98726;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;35;26;0;141294;687813;0;2;SERVICIOS
7;EL ORO;2;REGION COSTA;3;5;0;0;127092;5574;2;SERVICIOS
13;MANABI;2;REGION COSTA;22;18;5058;18077;708099;30172;2;SERVICIOS
12;LOS0RIOS;2;REGION COSTA;6;3;2869;0;61561;3052;2;SERVICIOS
12;LOS0RIOS;2;REGION COSTA;81;51;89867;0;1980945;99858;2;SERVICIOS
13;MANABI;2;REGION COSTA;21;11;2050;51076;612283;33266;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;13;6;4100;0;406426;401;2;SERVICIOS
24;SANTA ELENA;2;REGION COSTA;12;5;990;0;169403;9723;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;506;221;118352;720;11984089;546721;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;166;94;0;5242;3352859;135917;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;31;10;10888;0;472631;24672;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;246;97;18826;0;4924381;236517;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;46;29;878;71255;885435;36274;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;161;99;30620;90945;3334594;213596;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;226;152;18163;10036;6218774;218446;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;110;69;245960;211916;4227302;169698;2;SERVICIOS
7;EL ORO;2;REGION COSTA;55;7;3961;2389;1028392;34295;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;47;45;39509;176287;2586788;133455;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;396;122;147946;24969;7580452;393211;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;12;12;1443;65504;540168;21993;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;278;158;5425;623665;10026138;476496;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;265;122;1646;61935;6062020;284197;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;96;72;0;27632;3069353;134465;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;711;386;13766;828;14022035;459475;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;67;61;8794;0;3094893;99631;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;143;69;52856;159065;1976286;123392;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;55;15;9502;147716;1175249;70162;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;16;3;13521;24333;366136;21133;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;19;6;1690;101383;264232;11341;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;7;1;735;0;91857;5394;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;11;4;255;25376;158093;9227;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;4;1;0;0;37691;1828;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;9;1;0;12428;79104;5336;2;SERVICIOS
6;CHIMBORAZO;1;REGION SIERRA;5;2;0;6600;27319;1026;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;24;7;4096;0;461923;20583;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;16;3;5240;0;180026;8596;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;3;2;20750;47102;90249;6037;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;5;4;4238;159047;166996;4225;2;SERVICIOS
6;CHIMBORAZO;1;REGION SIERRA;16;6;87;0;297991;9048;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;45;4;2917;130014;516887;23962;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;19;17;765;5870;615522;33003;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;0;1;2251;0;48789;2657;2;SERVICIOS
11;LOJA;1;REGION SIERRA;44;11;8256;0;734404;32939;2;SERVICIOS
18;TUNGURAHUA;1;REGION SIERRA;12;12;1648;9870;153011;6821;2;SERVICIOS
11;LOJA;1;REGION SIERRA;23;3;2360;0;244333;9494;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;37;10;1022;63614;848466;33935;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;162;64;49303;255234;3195951;153245;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;10;4;25;17089;126425;4212;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;9;3;2360;33376;83022;3827;2;SERVICIOS
18;TUNGURAHUA;1;REGION SIERRA;8;4;1284;0;78372;2465;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;35;10;8039;14447;586930;22217;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;16;5;184;49294;579227;7356;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;2;0;338;621;19056;626;2;SERVICIOS
23;SANTO DOMINGO;1;REGION SIERRA;22;17;2971;16950;334180;15668;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;46;20;0;0;777332;33876;2;SERVICIOS
11;LOJA;1;REGION SIERRA;69;28;2537;37385;1353313;64347;2;SERVICIOS
23;SANTO DOMINGO;1;REGION SIERRA;61;52;17364;0;1377948;27553;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;25;7;0;0;944583;50679;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;303;253;4753;0;5704596;381599;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;14;4;74884;0;583346;28861;2;SERVICIOS
18;TUNGURAHUA;1;REGION SIERRA;103;44;140;0;3584510;199544;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;53;20;0;52136;879145;54586;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;24;9;16206;9426;404576;13412;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;184;93;3190;49681;4061362;154642;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;70;18;25149;0;1542698;87645;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;61;22;0;0;1331661;38343;2;SERVICIOS
6;CHIMBORAZO;1;REGION SIERRA;40;14;9132;0;511739;18890;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;99;39;12688;80182;2179458;102441;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;172;22;3450;275800;2943229;163137;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;28;10;0;0;609549;31687;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;115;53;7178;50725;2291942;24477;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;168;51;0;155998;3027365;142548;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;65;27;4428;194342;1516924;87693;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;44;19;12949;1122450;1077224;58821;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;150;71;26422;230701;3029778;137606;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;64;46;38000;91867;2001917;69760;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;163;53;7697;501527;2476482;96120;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;97;29;7934;0;1782878;81360;2;SERVICIOS
23;SANTO DOMINGO;1;REGION SIERRA;45;40;17556;114914;1029705;30383;2;SERVICIOS
18;TUNGURAHUA;1;REGION SIERRA;19;4;3442;33681;200549;7319;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;98;27;11533;57992;1546605;67689;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;5;1;164;4044;53558;2382;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;61;19;17650;0;411774;2867;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;68;22;4659;12642;961275;42019;2;SERVICIOS
10;IMBABURA;1;REGION SIERRA;12;9;435;0;257997;14912;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;204;99;12066;8400;4779200;211210;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;183;82;0;24000;2892319;60186;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;317;93;13013;0;4799951;224197;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;321;142;10677;588722;8303667;407513;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;62;47;1081;13741;1157956;41778;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;233;85;1581;0;7582401;407120;2;SERVICIOS
11;LOJA;1;REGION SIERRA;128;70;27106;826;3660711;216887;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;71;18;5488;0;1142652;41019;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;478;225;28376;0;19106697;927114;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;352;186;41887;115517;8946052;509493;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;165;27;30306;0;2681248;93412;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;160;85;0;0;3380654;175579;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;127;70;155925;139220;2920868;115528;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;84;30;20138;0;1974466;29467;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;568;298;513034;179697;21289115;749260;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;9;0;0;0;65955;1013;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;94;13;282;0;946704;46079;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;99;56;6526;0;1628544;93598;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;25;3;0;0;204762;8183;2;SERVICIOS
13;MANABI;2;REGION COSTA;8;0;0;0;55843;3248;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;3;8;0;0;294720;0;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;14;23;968;44877;720088;35326;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;47;42;45717;5683;1571852;90470;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;99;105;30340;1524583;2257868;91662;2;SERVICIOS
22;ORELLANA;3;REGION AMAZONICA;2;11;400;0;118661;7462;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;23;40;552;0;636673;32291;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;3;13;7806;0;110924;6423;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;13;16;47553;0;468773;29699;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;110;257;123788;0;4030956;186172;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;21;51;63029;83074;1849913;82066;2;SERVICIOS
24;SANTA ELENA;2;REGION COSTA;150;312;9300;0;2198869;98711;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;15;82;307668;54927;1725631;66634;2;SERVICIOS
11;LOJA;1;REGION SIERRA;2;52;26395;3611;1689200;12044;2;SERVICIOS
6;CHIMBORAZO;1;REGION SIERRA;14;77;3598;0;988200;53782;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;0;0;164155;3754;148500;7000;2;SERVICIOS
10;IMBABURA;1;REGION SIERRA;2;41;552;2385;290000;0;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;3;2;0;0;194253;12038;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;1;3;0;16800;27559;1148;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;1;73;99;7680;638732;22280;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;1;8;7551;25000;90473;3175;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;22;1;63035;10080;2634253;18876;2;SERVICIOS
18;TUNGURAHUA;1;REGION SIERRA;1;69;15172;0;1411779;3051;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;63;239;2398;0;3954096;205299;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;32;58;29102;0;887486;33999;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;5;13;159320;2639046;46678012;2567409;2;SERVICIOS
24;SANTA ELENA;2;REGION COSTA;2;3;0;395;32691;1358;2;SERVICIOS
13;MANABI;2;REGION COSTA;2;2;0;4320;42873;2559;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;9;2;0;0;90893;4127;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;9;19;6004;0;252223;12508;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;9;77;0;46680;1269685;57711;2;SERVICIOS
10;IMBABURA;1;REGION SIERRA;2;3;10815;0;86466;4478;2;SERVICIOS
6;CHIMBORAZO;1;REGION SIERRA;7;7;349;12870;277799;6347;2;SERVICIOS
2;BOLIVAR;1;REGION SIERRA;5;6;2938;0;104280;5231;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;39;55;6191;90791;1418693;77037;2;SERVICIOS
18;TUNGURAHUA;1;REGION SIERRA;49;26;576;0;950940;53296;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;17;45;0;21600;798452;48918;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;26;48;4927;86568;694913;33027;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;77;118;38904;150072;6418684;318114;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;16;24;1700;63804;784063;46958;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;0;4;100;1884;137449;6319;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;16;64;0;80808;1381760;69683;2;SERVICIOS
1;AZUAY;1;REGION SIERRA;67;17;26871;108199;822605;42703;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;4;15;2212;57558;514012;24025;2;SERVICIOS
22;ORELLANA;3;REGION AMAZONICA;1;4;3000;0;47764;2365;2;SERVICIOS
13;MANABI;2;REGION COSTA;68;81;13516;0;2157595;92093;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;12;6;1600;24500;94098;3532;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;350;194;94066;64584;3789072;176808;2;SERVICIOS
9;GUAYAS;2;REGION COSTA;53;38;16170;24375;1677431;104499;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;168;175;69147;126180;5652982;282995;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;11;77;0;0;755782;36009;2;SERVICIOS
23;SANTO DOMINGO;1;REGION SIERRA;0;4;0;0;20354;693;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;3;6;0;22435;59843;1535;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;20;13;10392;31997;502774;21875;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;2;0;12435;25032;37125;509;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;48;67;114725;256960;1825183;63676;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;340;200;107610;1144244;5013005;244274;2;SERVICIOS
17;PICHINCHA;1;REGION SIERRA;28;71;65241;29065;1249874;82940;2;SERVICIOS
